# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.load.all.modules.ms,1715137196105000000,1715137256116000000,82
jps.global.get.library.ms,1715137196105000000,1715137256116000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1715137196105000000,1715137256116000000,1
jps.global.get.library.by.name.ms,1715137196105000000,1715137256116000000,0
jps.module.iml.entities.serializer.save.entities.ms,1715137196105000000,1715137256116000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1715137196105000000,1715137256116000000,0
workspaceModel.load.cache.metadata.from.file.ms,1715137196105000000,1715137256116000000,15
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1715137196105000000,1715137256116000000,0
jps.global.handle.changed.events.ms,1715137196105000000,1715137256116000000,0
jps.reload.project.entities.ms,1715137196105000000,1715137256116000000,0
jps.module.iml.entities.serializer.load.entities.ms,1715137196105000000,1715137256116000000,13
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1715137196105000000,1715137256116000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1715137196105000000,1715137256116000000,76
jps.global.initialize.library.bridges.after.loading.ms,1715137196105000000,1715137256116000000,1
jps.artifact.entities.serializer.load.entities.ms,1715137196105000000,1715137256116000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1715137196105000000,1715137256116000000,0
jps.apply.loaded.storage.ms,1715137196105000000,1715137256116000000,14
workspaceModel.global.apply.state.to.project.builder.ms,1715137196105000000,1715137256116000000,4
jps.project.serializers.save.ms,1715137196105000000,1715137256116000000,0
workspaceModel.global.updates.count,1715137196105000000,1715137256116000000,1
workspaceModel.do.save.caches.ms,1715137196105000000,1715137256116000000,76
jps.save.global.entities.ms,1715137196105000000,1715137256116000000,30
jps.app.storage.content.writer.save.component.ms,1715137196105000000,1715137256116000000,7
jps.global.initialize.library.bridges.ms,1715137196105000000,1715137256116000000,0
workspaceModel.save.cache.to.file.ms,1715137196105000000,1715137256116000000,74
workspaceModel.moduleBridge.before.changed.ms,1715137196105000000,1715137256116000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1715137196105000000,1715137256116000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1715137196105000000,1715137256116000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1715137196105000000,1715137256116000000,23
workspaceModel.moduleManagerBridge.create.module.instance.ms,1715137196105000000,1715137256116000000,0
