# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.fileByIdCache.misses,1715135576111000000,1715135636116000000,2522
VFS.fileChildByName,1715135576111000000,1715135636116000000,10092
FileNameCache.queries,1715135576111000000,1715135636116000000,0
VFS.invertedFileNameIndex.requests,1715135576111000000,1715135636116000000,11
VFS.fileByIdCache.hits,1715135576111000000,1715135636116000000,0
FileNameCache.totalMisses,1715135576111000000,1715135636116000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1715135576111000000,1715135636116000000,6317
StorageLockContext.competingThreads.avg,1715135576111000000,1715135636116000000,0.03361344537815126
FilePageCacheLockFree.totalBytesRequested,1715135576111000000,1715135636116000000,0
FilePageCache.pageFastCacheHits,1715135576111000000,1715135636116000000,9912
StorageLockContext.competingThreads.90P,1715135576111000000,1715135636116000000,0
FilePageCacheLockFree.totalPagesWritten,1715135576111000000,1715135636116000000,0
MappedFileStorage.storages,1715135576111000000,1715135636116000000,16
DirectByteBufferAllocator.disposed,1715135576111000000,1715135636116000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1715135576111000000,1715135636116000000,0
FilePageCache.uncachedFileAccess,1715135576111000000,1715135636116000000,158
FilePageCacheLockFree.totalPagesRequestsMs,1715135576111000000,1715135636116000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1715135576111000000,1715135636116000000,0
MappedFileStorage.totalBytesMapped,1715135576111000000,1715135636116000000,202637312
FilePageCacheLockFree.nativeBytesInUse,1715135576111000000,1715135636116000000,0
FilePageCacheLockFree.heapBytesInUse,1715135576111000000,1715135636116000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1715135576111000000,1715135636116000000,5757779
FilePageCache.totalPageDisposalsUs,1715135576111000000,1715135636116000000,1281
FilePageCache.capacityInBytes,1715135576111000000,1715135636116000000,503316478
MappedFileStorage.totalPagesMapped,1715135576111000000,1715135636116000000,16
FilePageCache.maxRegisteredFiles,1715135576111000000,1715135636116000000,561
StorageLockContext.competingThreads.max,1715135576111000000,1715135636116000000,4
FilePageCache.maxCacheSizeInBytes,1715135576111000000,1715135636116000000,309362688
FilePageCacheLockFree.totalPagesReadMs,1715135576111000000,1715135636116000000,0
FilePageCacheLockFree.totalPagesAllocated,1715135576111000000,1715135636116000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1715135576111000000,1715135636116000000,309362688
FilePageCacheLockFree.totalClosedStoragesReclaimed,1715135576111000000,1715135636116000000,0
DirectByteBufferAllocator.reclaimed,1715135576111000000,1715135636116000000,3
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1715135576111000000,1715135636116000000,14466204
FilePageCacheLockFree.totalNativeBytesReclaimed,1715135576111000000,1715135636116000000,0
FilePageCache.pageLoads,1715135576111000000,1715135636116000000,302
FilePageCache.totalPageLoadsUs,1715135576111000000,1715135636116000000,409359
FilePageCacheLockFree.totalNativeBytesAllocated,1715135576111000000,1715135636116000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1715135576111000000,1715135636116000000,0
FilePageCacheLockFree.totalPagesRequested,1715135576111000000,1715135636116000000,0
FilePageCacheLockFree.totalBytesRead,1715135576111000000,1715135636116000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1715135576111000000,1715135636116000000,0
FilePageCacheLockFree.totalPagesWriteMs,1715135576111000000,1715135636116000000,0
StreamlinedBlobStorage.recordsDeleted,1715135576111000000,1715135636116000000,74
StreamlinedBlobStorage.recordsAllocated,1715135576111000000,1715135636116000000,131157
FilePageCacheLockFree.totalBytesWritten,1715135576111000000,1715135636116000000,0
DirectByteBufferAllocator.hits,1715135576111000000,1715135636116000000,3
StreamlinedBlobStorage.recordsRelocated,1715135576111000000,1715135636116000000,0
FilePageCache.disposedBuffers,1715135576111000000,1715135636116000000,3
FilePageCacheLockFree.housekeeperTurnsDone,1715135576111000000,1715135636116000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1715135576111000000,1715135636116000000,0
FilePageCache.pageHits,1715135576111000000,1715135636116000000,192
FilePageCacheLockFree.totalPagesReclaimed,1715135576111000000,1715135636116000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1715135576111000000,1715135636116000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1715135576111000000,1715135636116000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1715135576111000000,1715135636116000000,0
DirectByteBufferAllocator.misses,1715135576111000000,1715135636116000000,299
FilePageCacheLockFree.totalPagesHandedOver,1715135576111000000,1715135636116000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1715135576111000000,1715135636116000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1715135576111000000,1715135636116000000,0
workspaceModel.workspaceFileIndexData.init.ms,1715135576111000000,1715135636116000000,98
workspaceModel.cachedValue.from.cache.ms,1715135576111000000,1715135636116000000,1
workspaceModel.cachedValue.clear.ms,1715135576111000000,1715135636116000000,0
workspaceModel.cachedValue.total.get.ms,1715135576111000000,1715135636116000000,8
workspaceModel.entityStorageSnapshotImpl.instances.count,1715135576111000000,1715135636116000000,22
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1715135576111000000,1715135636116000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1715135576111000000,1715135636116000000,425
workspaceModel.updates.ms,1715135576111000000,1715135636116000000,43
workspaceModel.replace.project.model.ms,1715135576111000000,1715135636116000000,0
workspaceModel.to.snapshot.ms,1715135576111000000,1715135636116000000,0
workspaceModel.initializing.ms,1715135576111000000,1715135636116000000,1
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1715135576111000000,1715135636116000000,163
workspaceModel.workspaceFileIndexData.markDirty.ms,1715135576111000000,1715135636116000000,0
workspaceModel.updates.count,1715135576111000000,1715135636116000000,5
workspaceModel.init.bridges.ms,1715135576111000000,1715135636116000000,2
workspaceModel.collect.changes.ms,1715135576111000000,1715135636116000000,0
workspaceModel.updates.precise.ms,1715135576111000000,1715135636116000000,9
workspaceModel.full.replace.project.model.ms,1715135576111000000,1715135636116000000,4
workspaceModel.workspaceFileIndexData.instances.count,1715135576111000000,1715135636116000000,1
workspaceModel.update.unloaded.entities.ms,1715135576111000000,1715135636116000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1715135576111000000,1715135636116000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1715135576111000000,1715135636116000000,63
workspaceModel.workspaceFileIndexData.getPackageName.ms,1715135576111000000,1715135636116000000,19
workspaceModel.loading.total.ms,1715135576111000000,1715135636116000000,165
workspaceModel.pre.handlers.ms,1715135576111000000,1715135636116000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1715135576111000000,1715135636116000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1715135576111000000,1715135636116000000,0
workspaceModel.check.recursive.update.ms,1715135576111000000,1715135636116000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1715135576111000000,1715135636116000000,0
workspaceModel.loading.from.cache.ms,1715135576111000000,1715135636116000000,158
