# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
cacheStateStorage.get.duration,1715093533090000000,1715093593770000000,392
cacheStateStorage.get.counter,1715093533090000000,1715093593770000000,48
cacheStateStorage.set.duration,1715093533090000000,1715093593770000000,12
cacheStateStorage.set.counter,1715093533090000000,1715093593770000000,6
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1715093533090000000,1715093593770000000,7
compiler.ArtifactManagerBridge.dropMappings.ms,1715093533090000000,1715093593770000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1715093533090000000,1715093593770000000,7
compiler.ArtifactManagerBridge.addArtifact.ms,1715093533090000000,1715093593770000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1715093533090000000,1715093593770000000,0
compiler.ArtifactBridge.beforeChanged.ms,1715093533090000000,1715093593770000000,0
compiler.ArtifactManagerBridge.commit.ms,1715093533090000000,1715093593770000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1715093533090000000,1715093593770000000,0
Indexes.allKeys.lookupDurationMaxMs,1715093533090000000,1715093593770000000,0.0
Indexes.entries.lookupDurationMaxMs,1715093533090000000,1715093593770000000,0.0
Indexes.stubs.lookupDuration90PMs,1715093533090000000,1715093593770000000,0.0
IndexesFlusher.totalFlushingTimeUs,1715093533090000000,1715093593770000000,164759
Indexes.allKeys.lookups,1715093533090000000,1715093593770000000,0.0
Indexes.stubs.lookups,1715093533090000000,1715093593770000000,0.0
Indexes.entries.lookupDuration90PMs,1715093533090000000,1715093593770000000,0.0
Indexes.entries.lookups,1715093533090000000,1715093593770000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1715093533090000000,1715093593770000000,0.0
Indexes.stubs.lookupDurationAvgMs,1715093533090000000,1715093593770000000,0.0
IndexesFlusher.totalFlushes,1715093533090000000,1715093593770000000,59
Indexes.entries.lookupDurationAvgMs,1715093533090000000,1715093593770000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1715093533090000000,1715093593770000000,0
Indexes.stubs.lookupDurationMaxMs,1715093533090000000,1715093593770000000,0.0
